epoch,step,train_loss,val_loss,learning_rate
1,1,3.686621057987213,3.712223793268204,0.0003
1,500,1.8909795427322387,1.9796919190883637,0.0003
1,1000,1.5683993113040924,1.6767992413043975,0.0003
1,1500,1.442848984003067,1.5207215929031372,0.0003
1,2000,1.3657806020975114,1.434677436351776,0.0003
1,2500,1.3149815022945404,1.4075667947530746,0.0003
1,3000,1.280566484928131,1.3916995602846145,0.0003
1,3500,1.2528541052341462,1.3761233329772948,0.0003
1,4000,1.2240938568115234,1.356288247704506,0.0003
1,4500,1.2023613703250886,1.3420899736881255,0.0003
1,5000,1.1819134134054183,1.3462115168571471,0.0003
1,5500,1.1586809134483338,1.3454125672578812,0.0003
1,6000,1.143596612215042,1.3368288534879684,0.0003
1,6500,1.1228122144937516,1.327851096689701,0.0003
1,7000,1.1088203716278076,1.3323998367786407,0.0003
1,7500,1.0940708649158477,1.3272295445203781,0.0003
1,8000,1.0795642346143723,1.3332839572429658,0.0003
1,8500,1.0622418308258057,1.3363776075839997,0.0003
1,9000,1.050660293698311,1.3377541357278824,0.0003
1,9500,1.0370241600275039,1.3321008867025375,0.0003
1,10000,1.02299639493227,1.340700968503952,0.0003
1,10500,1.0093330651521684,1.3385707280039787,0.0003
1,11000,0.9963719832897187,1.346717467904091,0.0003
1,11500,0.9858503285050392,1.3363495498895646,0.0003
1,12000,0.9729019737243653,1.3482650712132453,0.0003
1,12500,0.9624947652220726,1.3661103534698487,0.0003
1,13000,0.9510922548174858,1.3625955629348754,0.0003
1,13500,0.9419869947433471,1.3781778475642203,0.0003
1,14000,0.9287984836101532,1.3644872534275054,0.0003
1,14500,0.9193732994794845,1.3651760983467103,0.0003
1,15000,0.9070501372218132,1.3877271068096162,0.0003
1,15500,0.8977034983038902,1.3790055018663407,0.0003
1,epoch_end,0.8944393709301949,1.3838377869129181,0.0003
2,16000,0.8904508385062218,1.3958221250772476,0.0003
2,16500,0.8784672126173974,1.385568604171276,0.0003
2,17000,0.870444016456604,1.395297124683857,0.0003
2,17500,0.8573538088798522,1.4116854077577592,0.0003
2,18000,0.8514691671729088,1.41402766674757,0.0003
2,18500,0.8406844609975814,1.4142219170928,0.0003
2,19000,0.8366081064939499,1.4273510092496873,0.0003
2,19500,0.8262648177146912,1.4301475673913955,0.0003
2,20000,0.8179008576273918,1.4239527893066406,0.0003
2,20500,0.8095513641834259,1.4398260965943337,0.0003
2,21000,0.8013276124000549,1.4399792355298997,0.0003
2,21500,0.7941127267479896,1.4477524989843369,0.0003
2,22000,0.7861124196648598,1.4654397732019424,0.0003
2,22500,0.7812035542726516,1.4636459052562714,0.0003
2,23000,0.7737212511897087,1.4653316509723664,0.0003
2,23500,0.7696605849266053,1.4730716973543168,0.0003
2,24000,0.757728214263916,1.4822394812107087,0.0003
2,24500,0.7545510601997375,1.4889920502901077,0.0003
2,25000,0.7461917659640313,1.4912636655569076,0.0003
2,25500,0.739846239387989,1.4980969125032424,0.0003
2,26000,0.7360963028669357,1.5042276346683503,0.0003
2,26500,0.7299042117595672,1.4985956639051436,0.0003
2,27000,0.7259556418657303,1.489331448674202,0.0003
2,27500,0.7159236311912537,1.5056348258256913,0.0003
2,28000,0.713344220817089,1.5047317600250245,0.0003
2,28500,0.7085045853257179,1.5195252114534379,0.0003
2,29000,0.7014954847097397,1.5178985661268234,0.0003
2,29500,0.6960734012722969,1.5317711699008942,0.0003
2,30000,0.6936492782831192,1.5221918046474456,0.0003
2,30500,0.6861877185106278,1.5272461462020874,0.0003
2,31000,0.6873359683156014,1.52061960875988,0.0003
2,epoch_end,0.6794699597358703,1.5464805817604066,0.0003
3,31500,0.6788214391469956,1.548905547261238,0.0003
3,32000,0.6759805852174758,1.5472088742256165,0.0003
3,32500,0.6731277391314506,1.557765673995018,0.0003
3,33000,0.6673640736937523,1.5535685527324676,0.0003
3,33500,0.6627976632118225,1.5396625536680222,0.0003
3,34000,0.6557982641458512,1.5615245032310485,0.0003
3,34500,0.653821756541729,1.5674538201093673,0.0003
3,35000,0.6503785485029221,1.5639267879724503,0.0003
3,35500,0.6456257513165474,1.5524234741926193,0.0003
3,36000,0.6408502098917961,1.568296019434929,0.0003
3,36500,0.6381199502944946,1.5810524141788482,0.0003
3,37000,0.6347811627388,1.5789479058980942,0.0003
3,37500,0.6303726008534432,1.5865307754278184,0.0003
3,38000,0.6294205850362777,1.5797669225931168,0.0003
3,38500,0.6242065981030465,1.5908954364061356,0.0003
3,39000,0.6210062247514725,1.5953406929969787,0.0003
3,39500,0.6197910472750664,1.5795220857858658,0.0003
3,40000,0.6136529263854027,1.5890025037527085,0.0003
3,40500,0.6116291430592536,1.6016517353057862,0.0003
3,41000,0.6101706400513649,1.5929815769195557,0.0003
3,41500,0.6050923055410385,1.612975436449051,0.0003
3,42000,0.6019935086369514,1.6070961719751358,0.0003
3,42500,0.5990975478291511,1.6130122315883637,0.0003
3,43000,0.5976732948422432,1.607519379258156,0.0003
3,43500,0.5918543174862861,1.6135411101579666,0.0003
3,44000,0.5916326940059662,1.6122027856111527,0.0003
3,44500,0.5891179779171943,1.6225987553596497,0.0003
3,45000,0.5818917727470398,1.6234395170211793,0.0003
3,45500,0.5838597866892815,1.6368774145841598,0.0003
3,46000,0.577187968492508,1.6250379973649978,0.0003
3,46500,0.579287535250187,1.6157423663139343,0.0003
3,47000,0.5726693576574325,1.6325876116752625,0.0003
3,epoch_end,0.5744294175505638,1.641232107281685,0.0003
4,47500,0.5717262330651284,1.6328842902183534,0.0003
4,48000,0.5709601929783821,1.6334471362829208,0.0003
4,48500,0.5678139102458953,1.6186360436677933,0.0003
4,49000,0.5631739780306816,1.646736633181572,0.0003
4,49500,0.5648830237984658,1.6366519713401795,0.0003
4,50000,0.5596471738815307,1.6505954200029374,0.0003
4,50500,0.558047952055931,1.6449777126312255,0.0003
4,51000,0.556326516866684,1.6386206948757172,0.0003
4,51500,0.5555502721667289,1.656339232325554,0.0003
4,52000,0.5527608335018158,1.6460720527172088,0.0003
4,52500,0.5518737703561782,1.64112770318985,0.0003
4,53000,0.5448972457647323,1.655815127491951,0.0003
4,53500,0.5443460360169411,1.6631409221887588,0.0003
4,54000,0.542003039419651,1.6682222002744675,0.0003
4,54500,0.5412460121512414,1.6641090488433838,0.0003
4,55000,0.5367793618142604,1.677264164686203,0.0003
4,55500,0.5388519179821014,1.6603093892335892,0.0003
4,56000,0.5359029471874237,1.6642650884389878,0.0003
4,56500,0.532585973739624,1.6808137488365174,0.0003
4,57000,0.5275264176726341,1.6897757118940353,0.0003
4,57500,0.5282471926510334,1.672504824399948,0.0003
4,58000,0.5262547275424003,1.6875203371047973,0.0003
4,58500,0.5234421925246715,1.693013426065445,0.0003
4,59000,0.5238252285122872,1.6784714204072952,0.0003
4,59500,0.5254687011241913,1.6856234085559845,0.0003
4,60000,0.5176616528630257,1.687490914463997,0.0003
4,60500,0.5161179827153682,1.6879538714885711,0.0003
4,61000,0.5141561248898506,1.6941587400436402,0.0003
4,61500,0.5135815897583962,1.707025818824768,0.0003
4,62000,0.5138941235840321,1.6916547846794128,0.0003
4,62500,0.5079939037561416,1.707818552851677,0.0003
4,epoch_end,0.5100419215857983,1.696868929862976,0.0003
5,63000,0.5081003193557262,1.7100920766592025,0.0003
5,63500,0.5099401240050793,1.7027288621664047,0.0003
5,64000,0.5060386830568313,1.7016806066036225,0.0003
5,64500,0.5035428938269615,1.6989175009727477,0.0003
5,65000,0.5022993871569633,1.7108315533399583,0.0003
5,65500,0.5010246379673481,1.7036724668741225,0.0003
5,66000,0.4993211753666401,1.7129726761579513,0.0003
5,66500,0.4985835616290569,1.7130710560083389,0.0003
5,67000,0.4973039442300797,1.7129535895586014,0.0003
5,67500,0.4957176378369331,1.7098938113451003,0.0003
5,68000,0.4916188979148865,1.730237815976143,0.0003
5,68500,0.4930863285064697,1.7207140582799911,0.0003
5,69000,0.4921343713998795,1.7158446663618088,0.0003
5,69500,0.48672477915883067,1.7229485857486724,0.0003
5,70000,0.4856569364666939,1.728975374698639,0.0003
5,70500,0.48748270973563196,1.7233964639902115,0.0003
5,71000,0.48414824113249777,1.7571675235033035,0.0003
5,71500,0.4839287231862545,1.7293148255348205,0.0003
5,72000,0.4804570297896862,1.744137286543846,0.0003
5,72500,0.4818372452259064,1.736347326040268,0.0003
5,73000,0.4779843744635582,1.745233108997345,0.0003
5,73500,0.4776813532412052,1.7433372908830642,0.0003
5,74000,0.47555473148822786,1.7341897827386856,0.0003
5,74500,0.47713286861777304,1.7393780368566514,0.0003
5,75000,0.4760162343084812,1.7424080646038056,0.0003
5,75500,0.47435372322797775,1.7476662123203277,0.0003
5,76000,0.4729476070404053,1.7405000829696655,0.0003
5,76500,0.4733071357011795,1.7417687886953355,0.0003
5,77000,0.4663885627686977,1.765887954235077,0.0003
5,77500,0.46917028561234475,1.7638926088809967,0.0003
5,78000,0.46438999235630035,1.7589766097068786,0.0003
5,epoch_end,0.4664048145711422,1.7654919826984405,0.0003
6,78500,0.4666235895454884,1.7460046708583832,0.0003
6,79000,0.4648910741508007,1.7599335116147996,0.0003
6,79500,0.4607932735979557,1.762380833029747,0.0003
6,80000,0.46432542741298677,1.7582914704084396,0.0003
6,80500,0.46097732439637185,1.7652011269330978,0.0003
6,81000,0.46095018804073334,1.7720109415054321,0.0003
6,81500,0.4580360323190689,1.7507414245605468,0.0003
6,82000,0.45766537234187127,1.762329631447792,0.0003
6,82500,0.45631767079234126,1.7796337419748307,0.0003
6,83000,0.45501297786831857,1.778710668683052,0.0003
6,83500,0.4577435114979744,1.7648708981275558,0.0003
6,84000,0.4546288208663464,1.7627479994297028,0.0003
6,84500,0.45035943761467934,1.7926248317956925,0.0003
6,85000,0.4517626145482063,1.7691319048404694,0.0003
6,85500,0.4519539624452591,1.7561289864778518,0.0003
6,86000,0.4505123856663704,1.7811248755455018,0.0003
6,86500,0.446558253467083,1.7831681448221206,0.0003
